3.046579664273084687e-01,2.126838207844023929e-02,3.871262050020509271e+00,1.074877783545293175e+00,6.767268328200095606e-01
1.544477141835935152e-01,2.040377029471564935e-02,3.922878248678208557e+00,1.194441358633649752e+00,6.743520627260675138e-01
1.311192812862235768e-01,2.109001799230308602e-02,3.618374130701180746e+00,1.179017667218577259e+00,7.253257488581351664e-01
1.532402533570512981e-01,2.383899519613038101e-02,3.693991766819963551e+00,1.083022355018959493e+00,6.807391644203568681e-01
2.139078228973523843e-01,2.137382471945214329e-02,3.233075848198961211e+00,1.139911115319933943e+00,6.751595789996440722e-01
2.920987028344121939e-01,2.254289498749783779e-02,3.969254964481184977e+00,7.855180989236884015e-01,7.371823573175818600e-01
1.496805857152262997e-01,2.208098659698696370e-02,3.913735109012883129e+00,1.222053386076353165e+00,7.929964320329483396e-01
3.448704982031136623e-01,2.309703519992995988e-02,3.776133416494587003e+00,8.144374797333339133e-01,6.790457889595534757e-01
2.924613786442362140e-01,2.081336908234283217e-02,3.423437326827553751e+00,1.191739266434218569e+00,7.355365015566814879e-01
2.299587163267657608e-01,2.364385200687606908e-02,3.995969185034046411e+00,7.807670806520619067e-01,6.804272222673987125e-01
2.930847382528605216e-01,2.459913299084071775e-02,4.415753208738828484e+00,8.002819144992777689e-01,7.863638540246989939e-01
2.316826966811281752e-01,2.079875938738101268e-02,2.159741614915275942e+00,1.208096455985835371e+00,6.784113710555248478e-01
3.183709787864290042e-01,2.114598857470865664e-02,4.397480105046415844e+00,9.857916301218789812e-01,6.972351446200627523e-01
2.114280014019719045e-01,2.283777044554163166e-02,3.305741984031317138e+00,8.414585490299697490e-01,6.964667763736099859e-01
1.999834762915762010e-01,2.473127910512240915e-02,3.005984684765881987e+00,7.792496055741795491e-01,7.839691114574670605e-01
2.552030828155941178e-01,2.440758581536382060e-02,3.857921558161810260e+00,8.785296914262388235e-01,6.985461061325389798e-01
3.195925275827293244e-01,2.138496257964262945e-02,3.992920910770149767e+00,7.801205353423329436e-01,7.792559224537108920e-01
1.276444252523025735e-01,2.404571481269913297e-02,2.426276301141129021e+00,9.824958932426139935e-01,7.242117404026445771e-01
2.265735466788728891e-01,1.976860274582144250e-02,4.018717146923143524e+00,8.022196221058257581e-01,7.599809018289205298e-01
3.207574484280102944e-01,2.277203821206284090e-02,3.056926726590066146e+00,1.006053500667369427e+00,7.444001898832153241e-01
1.637634615696863249e-01,2.445464786865153214e-02,3.831168613808771717e+00,1.059475841915545669e+00,7.519572676058858818e-01
1.052396406791638317e-01,2.028527475809368402e-02,3.827319563283586135e+00,8.735566160458450025e-01,7.942663777013310167e-01
1.158319551941419806e-01,2.416831300863375373e-02,2.504812715081962349e+00,1.023284577340663581e+00,7.968007860677317478e-01
1.885605986993657279e-01,2.121329807762186229e-02,2.626183373453561121e+00,1.198832061824854467e+00,6.691582843923474799e-01
2.673370396359100454e-01,2.183293203109926833e-02,2.867942798005418403e+00,1.212199035706619021e+00,6.655788003756664128e-01
1.658871867859426363e-01,2.148415477227936729e-02,2.791460979686118726e+00,9.086048635742625112e-01,7.582858770236838852e-01
2.818192025347096008e-01,2.010856534343316224e-02,4.514491137118235464e+00,7.847178301836051917e-01,6.869115763379727291e-01
9.920215427164080779e-02,2.230451321326790831e-02,3.793651123974317585e+00,9.123294037717083471e-01,7.911685043716336629e-01
3.188715271399460427e-01,2.176642372006265883e-02,4.061573939767822772e+00,7.664067409833273947e-01,7.320455667837989511e-01
1.190280311290949633e-01,2.348390569486965423e-02,2.363501585257781645e+00,8.942240469983468998e-01,6.663321424632798751e-01
1.472142324291376148e-01,2.457137568246340123e-02,2.828002199578330877e+00,8.682462139930575695e-01,6.696106724545826117e-01
1.267980149902246667e-01,2.046859571186256457e-02,3.964448455470845012e+00,1.192342286258004425e+00,6.656178499278612160e-01
3.014689575039989355e-01,2.497756590917137379e-02,3.236887924756002288e+00,1.115115362598250393e+00,6.987317662800197615e-01
1.461814872940589149e-01,2.438165722663488549e-02,4.447291731974342355e+00,1.032700723430917567e+00,7.221539312710053560e-01
2.186449497135408149e-01,2.194121707045058878e-02,4.536425953877934347e+00,1.189565802122466209e+00,7.440588968005030779e-01
3.328765766572311380e-01,2.021871787421508637e-02,3.837067982748152417e+00,1.090297811264637984e+00,6.773187781906221394e-01
2.334182578411989339e-01,2.018139376455762787e-02,4.100600191597437494e+00,1.061055778237680380e+00,7.691232958920299900e-01
2.555854479299393134e-01,2.317638258805524223e-02,3.148757024447354613e+00,1.018717061175809846e+00,7.909739496208727516e-01
2.885360668576633092e-01,2.010386047673514906e-02,4.566992008509889622e+00,9.130504324423767137e-01,7.614688338166103465e-01
1.215594924070562549e-01,2.334028471494533491e-02,4.221633438842216535e+00,1.156314053643650031e+00,7.225832417800091001e-01
1.447356833141295596e-01,2.013292373394231366e-02,2.194167368813419117e+00,8.455172845260237047e-01,6.971525545797310208e-01
3.244830595011718999e-01,2.494982366646432762e-02,3.845793874111259392e+00,7.968744764787453194e-01,7.081520880815108665e-01
3.566421298316991839e-01,2.499545933864596656e-02,3.062933739875054684e+00,9.363902506893501121e-01,7.385513968612998914e-01
3.119154616044679251e-01,2.164905442330029156e-02,4.216447333547750809e+00,1.136356785002940351e+00,7.000600303948857350e-01
2.086942142016615653e-01,2.382135831597442452e-02,3.658240341933055362e+00,8.719502631579525431e-01,7.536881227244157655e-01
2.181674003202002388e-01,2.458725203740694948e-02,2.318013017293222067e+00,8.139424013424045867e-01,6.679644235706422295e-01
2.472305431595797354e-01,2.461786001148633801e-02,4.427974519377806395e+00,9.108023446726923877e-01,7.930054377851540881e-01
1.270660734867831154e-01,2.025015727784432867e-02,3.123808512089308209e+00,1.063341428831840796e+00,7.883152940545695708e-01
1.540702120024762256e-01,2.158823466888654466e-02,3.633060598879430891e+00,9.615601932001298646e-01,7.920907492479773992e-01
3.001123717103049149e-01,1.982626031645159936e-02,4.480503546372988311e+00,1.015649584702060571e+00,7.285002513331826357e-01
3.332372711012863142e-01,2.035891382577001071e-02,2.310694307595026586e+00,1.207681674426266172e+00,6.707298393650446000e-01
2.490289851914780084e-01,2.303498211512885335e-02,2.374183406030294652e+00,1.188529546306003049e+00,7.394564789819997319e-01
3.458793030631469589e-01,2.417474594557890780e-02,3.483750086278809999e+00,8.809269082248207816e-01,7.526734954708256264e-01
2.933108476806070009e-01,2.244108172404036400e-02,3.249111174349052611e+00,9.744460741380849278e-01,6.819058726698160600e-01
2.527333227750742095e-01,2.455292689215676089e-02,3.206025180196621527e+00,1.223951934807468334e+00,7.325072889409959265e-01
2.243276563920391653e-01,2.425146505253156573e-02,3.146598980842700399e+00,1.073164274626411618e+00,7.729645605287047694e-01
3.318486882392833737e-01,2.497030939124369325e-02,4.245839824539298313e+00,1.217336072974372518e+00,7.503756141686811487e-01
1.404727854341786819e-01,2.399786967331982851e-02,2.472403626783519215e+00,1.113198518924414682e+00,7.409347918613347073e-01
